user_id,name,email,phone,signup_date,platform,region,user_type
U00030,Matthew Harris,matthew.harris30@fooddash.com,+17498526486,2023-04-19,ios,us_east,new
U00031,Elizabeth Cruz,elizabeth.cruz31@fooddash.com,+17632642635,2023-02-09,android,us_west,new
U00032,Barbara Long,barbara.long32@fooddash.com,+14423790237,2023-11-12,android,us_east,returning
U00033,Linda Perez,linda.perez33@fooddash.com,+15881036161,2023-10-31,ios,eu,returning
U00034,Jason Hughes,jason.hughes34@fooddash.com,+19489164991,2023-05-01,ios,us_east,new
U00035,Jack Cooper,jack.cooper35@fooddash.com,+12626261415,2023-02-14,ios,us_west,casual
U00036,Shirley Lee,shirley.lee36@fooddash.com,+12589519948,2023-03-04,web,us_east,new
U00037,Donald Phillips,donald.phillips37@fooddash.com,+13225130808,2024-03-25,android,us_west,returning
U00038,Justin Reed,justin.reed38@fooddash.com,+17356307805,2023-07-22,ios,eu,new
U00039,Ronald Taylor,ronald.taylor39@fooddash.com,+18876033115,2023-12-22,ios,eu,new
U00040,Ryan Richardson,ryan.richardson40@fooddash.com,+17762677407,2023-02-26,android,us_west,new
U00041,Brian Rodriguez,brian.rodriguez41@fooddash.com,+14507199635,2023-08-10,ios,eu,power
U00042,Brandon Wood,brandon.wood42@fooddash.com,+17411131249,2024-06-02,web,us_east,power
U00043,Sarah King,sarah.king43@fooddash.com,+13182795765,2024-07-30,android,us_east,returning
U00044,Carolyn Baker,carolyn.baker44@fooddash.com,+14085428914,2024-01-28,android,asia,power
U00045,Barbara Brooks,barbara.brooks45@fooddash.com,+16335641923,2023-02-04,ios,eu,returning
U00046,Kimberly Lee,kimberly.lee46@fooddash.com,+19598412769,2024-03-04,android,us_west,new
U00047,Frank Martin,frank.martin47@fooddash.com,+17581604451,2024-10-10,ios,us_west,returning
U00048,Jennifer Flores,jennifer.flores48@fooddash.com,+15731669324,2024-11-29,ios,eu,power
U00049,Dorothy Bailey,dorothy.bailey49@fooddash.com,+16163592974,2023-07-03,web,asia,power
U00050,Edward Brown,edward.brown50@fooddash.com,+13836573147,2024-08-30,web,eu,casual
U00051,Ashley Wright,ashley.wright51@fooddash.com,+13632813543,2023-10-25,web,asia,new
U00052,Ryan Hall,ryan.hall52@fooddash.com,+15124818418,2023-06-23,ios,us_east,returning
U00053,David Foster,david.foster53@fooddash.com,+14856891254,2024-05-13,android,eu,power
U00054,Kevin Brown,kevin.brown54@fooddash.com,+13185382463,2023-05-19,android,asia,new
U00055,Scott Parker,scott.parker55@fooddash.com,+15536262632,2023-12-05,android,us_west,returning
U00056,Pamela Harris,pamela.harris56@fooddash.com,+14601744682,2024-07-04,ios,us_west,power
U00057,Debra Castillo,debra.castillo57@fooddash.com,+19594305700,2023-10-10,ios,asia,casual
U00058,Helen Green,helen.green58@fooddash.com,+18793090865,2024-07-13,web,us_west,power
U00059,Carol Phillips,carol.phillips59@fooddash.com,+19135960271,2024-03-06,ios,us_west,casual
U00060,Gregory Myers,gregory.myers60@fooddash.com,+13786049101,2023-11-12,android,us_east,new
U00061,Sharon Howard,sharon.howard61@fooddash.com,+18216406444,2023-12-28,ios,eu,returning
U00062,Jack Perez,jack.perez62@fooddash.com,+18742422633,2023-08-09,android,us_west,returning
U00063,Donald Gray,donald.gray63@fooddash.com,+15174768844,2024-09-18,ios,us_east,new
U00064,Jacob Ward,jacob.ward64@fooddash.com,+19862221854,2023-12-20,ios,us_west,new
U00065,Rachel Roberts,rachel.roberts65@fooddash.com,+17067705062,2023-07-09,ios,eu,casual
U00066,Susan Diaz,susan.diaz66@fooddash.com,+14243950888,2024-09-16,web,us_west,new
U00067,Ashley Thomas,ashley.thomas67@fooddash.com,+16673237058,2024-09-14,android,us_west,returning
U00068,Kenneth Long,kenneth.long68@fooddash.com,+16539468772,2023-11-28,web,us_west,casual
U00069,Catherine Stewart,catherine.stewart69@fooddash.com,+16605348512,2024-08-06,ios,us_west,power
U00070,Eric Morales,eric.morales70@fooddash.com,+18415013879,2023-08-02,ios,eu,new
U00071,Kevin Green,kevin.green71@fooddash.com,+17532351868,2023-04-18,ios,us_east,new
U00072,Margaret Rodriguez,margaret.rodriguez72@fooddash.com,+16247838382,2023-09-15,android,us_west,new
U00073,Rebecca Roberts,rebecca.roberts73@fooddash.com,+19881327691,2024-10-27,web,us_west,returning
U00074,Dorothy Hill,dorothy.hill74@fooddash.com,+19717542890,2024-10-24,web,eu,returning
U00075,Jack Cooper,jack.cooper75@fooddash.com,+18174700025,2024-01-15,ios,us_west,new
U00076,Amanda Bennett,amanda.bennett76@fooddash.com,+18957783308,2024-07-16,ios,us_west,new
U00077,Helen Morgan,helen.morgan77@fooddash.com,+12277610562,2024-04-04,android,us_east,returning
U00078,Sarah Reyes,sarah.reyes78@fooddash.com,+13861843636,2023-07-22,ios,us_east,returning
U00079,Timothy Scott,timothy.scott79@fooddash.com,+19708072684,2023-07-15,web,us_west,power
U00080,Michael Hall,michael.hall80@fooddash.com,+14292151225,2024-08-29,web,us_east,new
U00081,Ashley Sanchez,ashley.sanchez81@fooddash.com,+12203556551,2023-07-05,ios,eu,returning
U00082,Margaret Reyes,margaret.reyes82@fooddash.com,+19165299055,2024-08-18,ios,us_west,casual
U00083,Carolyn Anderson,carolyn.anderson83@fooddash.com,+19963747534,2023-08-30,ios,us_east,returning
U00084,Gregory Carter,gregory.carter84@fooddash.com,+16064327421,2023-03-01,android,eu,new
U00085,Rachel Foster,rachel.foster85@fooddash.com,+15083030966,2024-09-10,web,eu,returning
U00086,Jason James,jason.james86@fooddash.com,+15792156902,2024-01-28,android,us_east,returning
U00087,Gary Wilson,gary.wilson87@fooddash.com,+16437076506,2024-05-08,web,us_west,new
U00088,Daniel Sanders,daniel.sanders88@fooddash.com,+17345531230,2024-04-23,web,us_west,returning
U00089,Sharon Sanders,sharon.sanders89@fooddash.com,+18065502929,2023-09-08,web,eu,new
U00090,Laura Young,laura.young90@fooddash.com,+19688796514,2024-03-18,android,us_east,new
U00091,Carol White,carol.white91@fooddash.com,+16994558780,2023-10-03,android,us_east,casual
U00092,Rachel Scott,rachel.scott92@fooddash.com,+17691170307,2024-02-06,web,us_east,power
U00093,Gary Bailey,gary.bailey93@fooddash.com,+19765031966,2024-06-20,android,eu,returning
U00094,Robert Lopez,robert.lopez94@fooddash.com,+15014717770,2023-11-11,android,us_east,returning
U00095,Jacob Peterson,jacob.peterson95@fooddash.com,+17436767292,2023-11-27,web,us_west,returning
U00096,Ryan Wright,ryan.wright96@fooddash.com,+15135217853,2023-06-29,ios,us_east,new
U00097,Jonathan Ross,jonathan.ross97@fooddash.com,+19064106298,2023-05-29,ios,us_west,power
U00098,Shirley Kim,shirley.kim98@fooddash.com,+14892686548,2024-10-08,ios,us_east,new
U00099,Mary Price,mary.price99@fooddash.com,+17463123709,2023-08-02,ios,us_east,new
U00100,Thomas Brooks,thomas.brooks100@fooddash.com,+19709235577,2023-03-21,web,us_west,returning
U00101,Jeffrey Baker,jeffrey.baker101@fooddash.com,+13881861958,2023-07-16,web,us_west,power
U00102,Stephanie Morales,stephanie.morales102@fooddash.com,+12751899411,2023-04-28,ios,us_west,returning
U00103,Ashley Thomas,ashley.thomas103@fooddash.com,+17717982241,2024-04-15,android,us_west,power
U00104,Timothy Edwards,timothy.edwards104@fooddash.com,+16535988757,2024-10-30,android,us_west,returning
U00105,Linda Ward,linda.ward105@fooddash.com,+19572664863,2024-08-15,ios,us_east,power
U00106,Charles Walker,charles.walker106@fooddash.com,+13772259379,2023-05-02,ios,us_west,returning
U00107,Donna Jones,donna.jones107@fooddash.com,+14375833597,2024-07-03,ios,asia,new
U00108,Sandra King,sandra.king108@fooddash.com,+18404318855,2023-11-27,ios,us_east,new
U00109,Paul Jackson,paul.jackson109@fooddash.com,+12732000560,2023-05-09,android,us_west,power
U00110,Andrew Cruz,andrew.cruz110@fooddash.com,+13278863447,2024-06-18,ios,us_west,new
U00111,Anna Murphy,anna.murphy111@fooddash.com,+16482349590,2024-04-09,ios,us_west,returning
U00112,Steven Brown,steven.brown112@fooddash.com,+12934840714,2024-06-07,web,us_west,casual
U00113,Gregory Wright,gregory.wright113@fooddash.com,+17901674975,2024-08-15,android,us_west,power
U00114,Emily White,emily.white114@fooddash.com,+17998312936,2024-05-08,web,asia,returning
U00115,Edward Nelson,edward.nelson115@fooddash.com,+15282754894,2024-10-28,ios,us_west,returning
U00116,Raymond Phillips,raymond.phillips116@fooddash.com,+19781615675,2023-12-20,ios,us_east,new
U00117,Stephanie Rogers,stephanie.rogers117@fooddash.com,+12018750676,2023-11-17,ios,us_west,returning
U00118,Amy Watson,amy.watson118@fooddash.com,+16521865901,2023-06-08,ios,us_east,new
U00119,Rachel Morales,rachel.morales119@fooddash.com,+13241484348,2024-05-04,android,us_east,new
U00120,Stephen Johnson,stephen.johnson120@fooddash.com,+17657844947,2023-03-14,ios,eu,new
U00121,Jessica Chavez,jessica.chavez121@fooddash.com,+13579361353,2024-07-10,ios,eu,returning
U00122,Kathleen Stewart,kathleen.stewart122@fooddash.com,+14498663605,2024-03-04,ios,us_east,returning
U00123,Catherine Moore,catherine.moore123@fooddash.com,+12715634662,2024-08-23,android,us_west,casual
U00124,Nicholas Wright,nicholas.wright124@fooddash.com,+12025745250,2024-07-17,ios,us_west,casual
U00125,Gary Martin,gary.martin125@fooddash.com,+16579125900,2023-09-26,ios,eu,returning
U00126,Carol Harris,carol.harris126@fooddash.com,+19145006492,2024-03-20,ios,asia,returning
U00127,Kenneth Myers,kenneth.myers127@fooddash.com,+16847395997,2023-10-27,web,eu,power
U00128,Karen Murphy,karen.murphy128@fooddash.com,+12373118060,2024-01-26,web,us_east,new
U00129,Jeffrey Gonzalez,jeffrey.gonzalez129@fooddash.com,+17388665981,2023-01-12,android,us_west,power
U00130,Karen Martinez,karen.martinez130@fooddash.com,+16805446344,2023-09-20,android,us_east,new
U00131,Kevin Gray,kevin.gray131@fooddash.com,+17467375499,2023-09-03,android,asia,returning
U00132,Anna Jones,anna.jones132@fooddash.com,+18322147909,2023-07-02,android,asia,casual
U00133,Catherine Lopez,catherine.lopez133@fooddash.com,+16442651601,2024-08-13,android,asia,returning
U00134,Frank Hill,frank.hill134@fooddash.com,+12291771600,2023-09-09,android,us_east,returning
U00135,Christopher Young,christopher.young135@fooddash.com,+17437913081,2024-03-15,android,us_east,new
U00136,Brandon Carter,brandon.carter136@fooddash.com,+18345040453,2024-01-22,web,us_east,returning
U00137,Steven Collins,steven.collins137@fooddash.com,+14611157662,2024-11-29,web,asia,power
U00138,Charles Martinez,charles.martinez138@fooddash.com,+16526797629,2024-04-01,ios,asia,power
U00139,Ryan Hill,ryan.hill139@fooddash.com,+14037454081,2024-10-24,android,us_east,returning
U00140,Pamela Nguyen,pamela.nguyen140@fooddash.com,+19165953150,2023-01-18,web,eu,new
U00141,Larry Mendoza,larry.mendoza141@fooddash.com,+19961822825,2024-12-08,android,us_west,casual
U00142,Andrew Robinson,andrew.robinson142@fooddash.com,+18216910964,2023-06-20,android,us_west,power
U00143,Patrick Foster,patrick.foster143@fooddash.com,+18753294774,2024-05-02,ios,us_west,new
U00144,Jeffrey Jones,jeffrey.jones144@fooddash.com,+17937121355,2024-07-22,ios,asia,returning
U00145,Rebecca Thompson,rebecca.thompson145@fooddash.com,+14053217273,2024-09-02,android,asia,returning
U00146,Paul Perez,paul.perez146@fooddash.com,+14639084065,2024-09-18,ios,asia,power
U00147,Cynthia Martinez,cynthia.martinez147@fooddash.com,+13444785186,2024-10-30,android,eu,returning
U00148,Brenda Campbell,brenda.campbell148@fooddash.com,+12927619862,2023-01-11,ios,us_east,returning
U00149,Catherine Gray,catherine.gray149@fooddash.com,+14687392547,2024-09-30,android,us_east,power
U00150,Jacob Brown,jacob.brown150@fooddash.com,+18346503032,2024-12-11,android,us_west,returning
U00151,Cynthia Hughes,cynthia.hughes151@fooddash.com,+15097850067,2023-04-01,ios,asia,returning
U00152,Amy Anderson,amy.anderson152@fooddash.com,+12994939290,2024-11-20,android,us_east,returning
U00153,Catherine Hughes,catherine.hughes153@fooddash.com,+17538031780,2024-04-01,android,us_east,returning
U00154,Richard Morales,richard.morales154@fooddash.com,+18307847048,2023-08-06,ios,us_east,returning
U00155,Donald Campbell,donald.campbell155@fooddash.com,+13017162857,2024-02-27,web,us_west,new
U00156,Emily Harris,emily.harris156@fooddash.com,+13258628891,2023-03-13,android,us_west,returning
U00157,Robert Miller,robert.miller157@fooddash.com,+15415086407,2023-04-08,android,us_east,power
U00158,Stephen Clark,stephen.clark158@fooddash.com,+18004623062,2024-09-23,web,us_east,new
U00159,Scott Smith,scott.smith159@fooddash.com,+14833427461,2023-04-11,android,eu,new
U00160,Patricia Taylor,patricia.taylor160@fooddash.com,+12157010308,2024-09-05,android,us_west,new
U00161,Kimberly Miller,kimberly.miller161@fooddash.com,+13298062546,2024-02-13,ios,us_east,returning
U00162,George Rogers,george.rogers162@fooddash.com,+18072829622,2023-12-18,android,asia,new
U00163,Raymond Gutierrez,raymond.gutierrez163@fooddash.com,+15088684678,2024-05-14,web,us_east,returning
U00164,Stephanie Diaz,stephanie.diaz164@fooddash.com,+19022811298,2024-01-16,android,us_west,casual
U00165,Carol Cox,carol.cox165@fooddash.com,+13512101965,2023-04-09,ios,us_west,returning
U00166,Carol Carter,carol.carter166@fooddash.com,+18119901266,2023-08-18,android,us_west,new
U00167,Rachel Anderson,rachel.anderson167@fooddash.com,+18704607488,2023-12-01,android,us_east,returning
U00168,Ryan Phillips,ryan.phillips168@fooddash.com,+16252595275,2023-08-31,ios,eu,returning
U00169,Karen Mendoza,karen.mendoza169@fooddash.com,+16852126310,2023-03-12,web,us_east,new
U00170,Jack Mitchell,jack.mitchell170@fooddash.com,+13332006313,2024-03-31,web,us_west,power
U00171,Edward Rivera,edward.rivera171@fooddash.com,+18818095702,2024-11-05,web,us_east,new
U00172,Michelle Rivera,michelle.rivera172@fooddash.com,+13069512969,2023-06-15,ios,us_west,power
U00173,Brian Bailey,brian.bailey173@fooddash.com,+15762927455,2024-08-15,ios,us_east,returning
U00174,Brenda Foster,brenda.foster174@fooddash.com,+18361440466,2024-04-18,web,eu,new
U00175,Nancy Wright,nancy.wright175@fooddash.com,+19196183902,2023-09-21,ios,us_east,new
U00176,Raymond Phillips,raymond.phillips176@fooddash.com,+12713380261,2024-07-29,android,us_east,power
U00177,Margaret Carter,margaret.carter177@fooddash.com,+16298610913,2023-09-22,ios,us_east,returning
U00178,Larry Kim,larry.kim178@fooddash.com,+12861882629,2023-05-01,ios,us_west,power
U00179,Paul Cruz,paul.cruz179@fooddash.com,+18778113787,2024-01-13,android,us_west,new
U00180,Angela Anderson,angela.anderson180@fooddash.com,+15538212753,2023-03-28,ios,eu,returning
U00181,Christine Flores,christine.flores181@fooddash.com,+12464699685,2023-11-04,web,us_east,new
U00182,Margaret Foster,margaret.foster182@fooddash.com,+13405286905,2023-08-13,ios,us_east,power
U00183,Daniel Taylor,daniel.taylor183@fooddash.com,+15899935249,2024-06-30,ios,us_west,power
U00184,Dorothy Martinez,dorothy.martinez184@fooddash.com,+16061709714,2023-12-05,ios,asia,casual
U00185,Pamela Diaz,pamela.diaz185@fooddash.com,+17877785090,2024-07-05,android,us_east,returning
U00186,Carol Perez,carol.perez186@fooddash.com,+18328719145,2024-10-08,android,us_east,returning
U00187,Susan Young,susan.young187@fooddash.com,+16467718433,2024-02-11,ios,asia,power
U00188,Mark Nelson,mark.nelson188@fooddash.com,+19973820798,2023-03-01,android,us_east,returning
U00189,Brian Hall,brian.hall189@fooddash.com,+19443477824,2023-07-03,ios,us_east,new
U00190,Karen Ross,karen.ross190@fooddash.com,+19772264218,2023-05-18,web,us_west,returning
U00191,Larry Ross,larry.ross191@fooddash.com,+17938531380,2024-06-13,web,us_west,returning
U00192,Helen Adams,helen.adams192@fooddash.com,+18426303930,2023-04-28,ios,us_west,returning
U00193,Emily Ramos,emily.ramos193@fooddash.com,+12576904610,2024-01-30,ios,us_west,new
U00194,Melissa Torres,melissa.torres194@fooddash.com,+12782514923,2024-04-22,android,us_east,returning
U00195,Jack Garcia,jack.garcia195@fooddash.com,+16604158134,2023-09-07,android,us_west,casual
U00196,Laura Wilson,laura.wilson196@fooddash.com,+15512414808,2024-01-27,android,us_east,power
U00197,Jeffrey Ortiz,jeffrey.ortiz197@fooddash.com,+17353663319,2023-10-10,ios,us_east,returning
U00198,Amanda Gray,amanda.gray198@fooddash.com,+18121878547,2024-09-05,android,us_east,returning
U00199,Brenda Gray,brenda.gray199@fooddash.com,+15955767195,2023-07-15,android,eu,casual
U00200,Karen Nelson,karen.nelson200@fooddash.com,+12833372774,2024-12-13,ios,asia,power
U00201,Ronald Taylor,ronald.taylor201@fooddash.com,+18092421349,2023-08-29,android,us_west,returning
U00202,Thomas Bennett,thomas.bennett202@fooddash.com,+19199831414,2023-03-14,android,us_west,returning
U00203,George Flores,george.flores203@fooddash.com,+13844593556,2023-09-23,web,us_west,new
U00204,Sarah Martin,sarah.martin204@fooddash.com,+12795962567,2024-10-17,android,us_west,returning
U00205,Jack Ortiz,jack.ortiz205@fooddash.com,+12386649968,2024-11-11,android,us_east,returning
U00206,Charles White,charles.white206@fooddash.com,+19093777286,2024-07-14,ios,us_west,power
U00207,Donald Cruz,donald.cruz207@fooddash.com,+18255780297,2024-08-07,android,us_west,returning
U00208,Michelle Stewart,michelle.stewart208@fooddash.com,+13987171347,2024-06-10,web,asia,returning
U00209,Andrew Carter,andrew.carter209@fooddash.com,+17149849306,2023-11-22,web,eu,power
U00210,Sarah Allen,sarah.allen210@fooddash.com,+12539062973,2024-11-09,ios,asia,power
U00211,Eric Thomas,eric.thomas211@fooddash.com,+14912407191,2024-08-15,ios,us_west,returning
U00212,Sharon Lopez,sharon.lopez212@fooddash.com,+14278568671,2024-11-18,ios,us_east,new
U00213,Nicholas Mitchell,nicholas.mitchell213@fooddash.com,+14417478792,2023-03-05,ios,us_east,casual
U00214,Carolyn Wood,carolyn.wood214@fooddash.com,+15433450300,2023-04-17,ios,asia,returning
U00215,Sarah Ross,sarah.ross215@fooddash.com,+19228870361,2023-12-15,android,asia,new
U00216,Margaret Martin,margaret.martin216@fooddash.com,+17619854536,2023-11-25,ios,us_east,returning
U00217,Michael Walker,michael.walker217@fooddash.com,+16298669093,2023-02-18,ios,asia,returning
U00218,Robert Watson,robert.watson218@fooddash.com,+17275059048,2024-07-12,ios,us_west,returning
U00219,Donald Kelly,donald.kelly219@fooddash.com,+16264142605,2024-05-31,android,us_west,returning
U00220,Shirley Cooper,shirley.cooper220@fooddash.com,+17199516493,2024-03-06,ios,asia,new
U00221,Deborah Mitchell,deborah.mitchell221@fooddash.com,+14591272499,2023-10-05,android,us_east,power
U00222,Benjamin Wilson,benjamin.wilson222@fooddash.com,+19906578736,2023-04-14,ios,us_west,power
U00223,Daniel Mendoza,daniel.mendoza223@fooddash.com,+16759028420,2024-05-05,ios,us_east,power
U00224,Ryan Jones,ryan.jones224@fooddash.com,+15004382135,2023-02-04,android,asia,returning
U00225,Michelle Rogers,michelle.rogers225@fooddash.com,+16078942330,2023-07-16,ios,us_west,new
U00226,Michael Wood,michael.wood226@fooddash.com,+15395583814,2023-04-07,android,us_west,returning
U00227,Jeffrey Roberts,jeffrey.roberts227@fooddash.com,+15474134272,2024-01-21,android,us_east,power
U00228,Paul Hernandez,paul.hernandez228@fooddash.com,+19448121922,2023-03-03,ios,asia,new
U00229,Donna Adams,donna.adams229@fooddash.com,+13052343333,2023-09-12,android,us_east,returning
U00230,Jason Perez,jason.perez230@fooddash.com,+19068447546,2023-10-01,ios,eu,casual
U00231,Brandon Parker,brandon.parker231@fooddash.com,+14811962308,2023-02-28,android,us_west,returning
U00232,Catherine Gray,catherine.gray232@fooddash.com,+13631522452,2023-04-21,web,eu,returning
U00233,Thomas Rodriguez,thomas.rodriguez233@fooddash.com,+14417145971,2023-10-09,ios,us_west,returning
U00234,Gregory Edwards,gregory.edwards234@fooddash.com,+15797241348,2023-12-11,android,us_west,returning
U00235,Ronald Green,ronald.green235@fooddash.com,+18655675638,2023-07-13,web,us_east,new
U00236,Eric Roberts,eric.roberts236@fooddash.com,+17752975701,2023-07-23,android,eu,new
U00237,Brandon Torres,brandon.torres237@fooddash.com,+19109240971,2023-06-05,ios,asia,returning
U00238,Carolyn Cruz,carolyn.cruz238@fooddash.com,+12896361793,2024-06-02,ios,us_east,returning
U00239,Joshua Lee,joshua.lee239@fooddash.com,+19283920762,2024-09-08,ios,us_east,casual
U00240,Sarah Walker,sarah.walker240@fooddash.com,+17051440972,2023-10-08,android,us_east,power
U00241,Stephen Taylor,stephen.taylor241@fooddash.com,+18262446455,2023-02-21,ios,asia,power
U00242,Shirley Evans,shirley.evans242@fooddash.com,+19877869154,2024-10-01,android,us_east,returning
U00243,Elizabeth Edwards,elizabeth.edwards243@fooddash.com,+16779679860,2023-09-25,ios,eu,returning
U00244,Emma White,emma.white244@fooddash.com,+19863164813,2023-12-03,android,asia,power
U00245,Eric Martin,eric.martin245@fooddash.com,+15113762487,2023-05-06,ios,eu,returning
U00246,Eric Torres,eric.torres246@fooddash.com,+12805204459,2023-06-02,android,us_west,new
U00247,Joshua Ward,joshua.ward247@fooddash.com,+17462567468,2024-01-26,android,us_west,returning
U00248,Lisa James,lisa.james248@fooddash.com,+18396664316,2024-10-16,web,us_east,casual
U00249,William Garcia,william.garcia249@fooddash.com,+18565440189,2024-05-20,ios,us_west,returning
U00250,Patricia Murphy,patricia.murphy250@fooddash.com,+18425859883,2024-05-13,web,us_west,power
U00251,Debra Phillips,debra.phillips251@fooddash.com,+15048609207,2023-02-26,android,us_east,returning
U00252,Cynthia Clark,cynthia.clark252@fooddash.com,+15483410360,2023-08-31,web,us_east,casual
U00253,Brian Phillips,brian.phillips253@fooddash.com,+13337216632,2024-02-04,android,us_east,returning
U00254,Paul Edwards,paul.edwards254@fooddash.com,+14533363534,2023-03-17,ios,asia,casual
U00255,Rebecca Young,rebecca.young255@fooddash.com,+13636493461,2024-03-24,android,us_east,new
U00256,Angela Reyes,angela.reyes256@fooddash.com,+17106176450,2024-01-22,ios,asia,returning
U00257,Donald Ramirez,donald.ramirez257@fooddash.com,+17976920597,2023-02-07,ios,us_west,casual
U00258,Katherine Gray,katherine.gray258@fooddash.com,+16815794062,2024-02-21,ios,us_east,new
U00259,Kimberly Sanders,kimberly.sanders259@fooddash.com,+15747765480,2023-10-12,ios,us_east,returning
U00260,George Peterson,george.peterson260@fooddash.com,+14952233658,2023-10-28,android,eu,new
U00261,Helen Mendoza,helen.mendoza261@fooddash.com,+18252993318,2023-04-10,web,us_east,power
U00262,Amanda Bailey,amanda.bailey262@fooddash.com,+15743420404,2023-06-04,android,us_west,new
U00263,John Moore,john.moore263@fooddash.com,+19306587495,2024-09-16,android,us_west,returning
U00264,Angela Moore,angela.moore264@fooddash.com,+15356344047,2023-05-07,ios,us_west,power
U00265,Emma Baker,emma.baker265@fooddash.com,+17199551583,2024-02-18,android,us_west,returning
U00266,Robert Mitchell,robert.mitchell266@fooddash.com,+15392838859,2023-11-20,android,eu,power
U00267,Frank Watson,frank.watson267@fooddash.com,+12278962302,2023-07-26,web,eu,power
U00268,Pamela Robinson,pamela.robinson268@fooddash.com,+19381861596,2024-03-29,android,us_west,power
U00269,Timothy Jackson,timothy.jackson269@fooddash.com,+18975063384,2023-01-25,android,eu,new
U00270,Jeffrey Green,jeffrey.green270@fooddash.com,+16283540594,2023-11-17,android,us_west,power
U00271,Jacob Patel,jacob.patel271@fooddash.com,+19442044906,2024-07-02,ios,us_east,returning
U00272,Raymond Morris,raymond.morris272@fooddash.com,+17387322070,2023-09-01,web,us_west,returning
U00273,Anna Rivera,anna.rivera273@fooddash.com,+18925435261,2024-04-18,android,asia,new
U00274,Joshua Lewis,joshua.lewis274@fooddash.com,+15045848684,2024-07-01,ios,eu,returning
U00275,Brian Bailey,brian.bailey275@fooddash.com,+19385587856,2023-08-12,ios,eu,returning
U00276,Ronald Hall,ronald.hall276@fooddash.com,+19913457461,2023-08-14,ios,asia,new
U00277,Jeffrey Wood,jeffrey.wood277@fooddash.com,+14629037616,2023-06-16,ios,us_west,casual
U00278,Rachel Wright,rachel.wright278@fooddash.com,+13402832517,2024-04-23,android,us_east,new
U00279,Shirley Lewis,shirley.lewis279@fooddash.com,+18534906349,2023-02-10,ios,us_east,returning
U00280,Debra Foster,debra.foster280@fooddash.com,+13401086930,2024-03-03,web,us_east,power
U00281,Jacob Morris,jacob.morris281@fooddash.com,+18664346315,2024-08-10,web,us_east,returning
U00282,Barbara Wood,barbara.wood282@fooddash.com,+17874896008,2024-02-20,android,asia,new
U00283,Daniel Turner,daniel.turner283@fooddash.com,+13801609681,2024-10-11,ios,us_west,casual
U00284,Donna Jones,donna.jones284@fooddash.com,+12096006190,2024-03-17,android,asia,returning
